orderbook_timestamp,book,bid,ask,spread
2024-05-28T23:26:15+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:16+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:17+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:18+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:19+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:19+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:21+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:21+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:23+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:23+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:24+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:25+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:26+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:27+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:28+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:28+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:30+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:30+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:32+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:32+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:34+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:34+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:36+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:36+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:37+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:38+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:40+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:40+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:41+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:42+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:43+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:44+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:45+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:46+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:47+00:00,btc_mxn,1147070.0,1148980.0,0.1662343992062525
2024-05-28T23:26:47+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:49+00:00,btc_mxn,1147070.0,1148970.0,0.16536550127505506
2024-05-28T23:26:50+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:51+00:00,btc_mxn,1147070.0,1149450.0,0.20705554830571143
2024-05-28T23:26:51+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:53+00:00,btc_mxn,1147070.0,1149370.0,0.20010962527297563
2024-05-28T23:26:53+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:55+00:00,btc_mxn,1147070.0,1149280.0,0.19229430600027844
2024-05-28T23:26:55+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:56+00:00,btc_mxn,1147070.0,1149170.0,0.1827405866843026
2024-05-28T23:26:57+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:26:58+00:00,btc_mxn,1147070.0,1149080.0,0.17492254673303861
2024-05-28T23:26:58+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:27:00+00:00,btc_mxn,1147070.0,1149010.0,0.16884100225411441
2024-05-28T23:27:00+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:27:02+00:00,btc_mxn,1147070.0,1149000.0,0.1679721496953873
2024-05-28T23:27:02+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:27:03+00:00,btc_mxn,1147070.0,1149000.0,0.1679721496953873
2024-05-28T23:27:04+00:00,usd_mxn,16.778,16.789,0.06551908988029534
2024-05-28T23:27:05+00:00,btc_mxn,1147070.0,1149000.0,0.1679721496953873
2024-05-28T23:27:05+00:00,usd_mxn,16.778,16.789,0.06551908988029534
